row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,retail_sales_people,product_id,category,sub_category,product_name,returned,sales,quantity,discount,profit,order_year,order_month,order_month_name,order_quarter,order_weekday,shipping_days,profit_margin,loss_order,high_discount,late_shipping,weekend_order,high_value_order
194,CA-2015-102281,2015-12-10,2015-12-10,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,Chuck Magee,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,Not,19.9,5,0.0,6.57,2015,12,December,4,Thursday,0,33.02,False,False,False,False,False
195,CA-2015-131457,2015-10-31,2015-10-31,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Redlands,California,92374,West,Anna Andreadi,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,Not,14.28,7,0.0,6.71,2015,10,October,4,Saturday,0,46.99,False,False,False,True,False
196,CA-2014-140004,2014-03-21,2014-03-25,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,Chuck Magee,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Not,7.41,2,0.2,1.2,2014,3,March,1,Friday,4,16.19,False,False,False,False,False
197,CA-2014-140004,2014-03-21,2014-03-25,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,Chuck Magee,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Not,6.05,3,0.2,1.59,2014,3,March,1,Friday,4,26.28,False,False,False,False,False
198,CA-2017-107720,2017-06-11,2017-11-13,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Westfield,New Jersey,7090,East,Chuck Magee,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,Not,46.26,3,0.0,12.03,2017,6,June,2,Sunday,155,26.01,False,False,True,True,False
199,US-2017-124303,2017-06-07,2017-07-13,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Not,2.95,2,0.7,-2.26,2017,6,June,2,Wednesday,36,-76.61,True,True,True,False,False
200,US-2017-124303,2017-06-07,2017-07-13,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Not,16.06,3,0.2,5.82,2017,6,June,2,Wednesday,36,36.24,False,False,True,False,False
201,CA-2017-105074,2017-06-24,2017-06-29,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Akron,Ohio,44312,East,Chuck Magee,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Not,21.74,3,0.2,6.8,2017,6,June,2,Saturday,5,31.28,False,False,False,True,False
202,CA-2014-133690,2014-03-08,2014-05-08,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,Anna Andreadi,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Yes,218.75,2,0.5,-161.88,2014,3,March,1,Saturday,61,-74.0,True,True,True,True,True
203,CA-2014-133690,2014-03-08,2014-05-08,First Class,BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,Anna Andreadi,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Yes,2.6,1,0.2,0.29,2014,3,March,1,Saturday,61,11.15,False,False,True,True,False
204,US-2017-116701,2017-12-17,2017-12-21,Second Class,LC-17140,Logan Currie,Consumer,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,Not,66.28,2,0.8,-178.97,2017,12,December,4,Sunday,4,-270.02,True,True,False,True,False
205,CA-2017-126382,2017-03-06,2017-07-06,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Franklin,Tennessee,37064,South,Cassandra Brandow,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",Not,35.17,7,0.2,9.67,2017,3,March,1,Monday,122,27.5,False,False,True,False,False
206,CA-2017-108329,2017-09-12,2017-12-14,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Whittier,California,90604,West,Anna Andreadi,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,Not,444.77,4,0.2,44.48,2017,9,September,3,Tuesday,93,10.0,False,False,True,False,True
207,CA-2017-135860,2017-01-12,2017-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,Kelly Williams,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",Not,83.92,4,0.0,5.87,2017,1,January,1,Thursday,181,6.99,False,False,True,False,False
208,CA-2017-135860,2017-01-12,2017-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,Kelly Williams,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Not,131.98,2,0.0,35.63,2017,1,January,1,Thursday,181,27.0,False,False,True,False,False
209,CA-2017-135860,2017-01-12,2017-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,Kelly Williams,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",Not,15.92,4,0.0,7.48,2017,1,January,1,Thursday,181,46.98,False,False,True,False,False
210,CA-2017-135860,2017-01-12,2017-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,Kelly Williams,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",Not,52.29,9,0.0,16.21,2017,1,January,1,Thursday,181,31.0,False,False,True,False,False
211,CA-2017-135860,2017-01-12,2017-07-12,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,Kelly Williams,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Not,91.99,1,0.0,3.68,2017,1,January,1,Thursday,181,4.0,False,False,True,False,False
212,CA-2015-101007,2015-09-02,2015-09-02,Second Class,MS-17980,Michael Stewart,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,Not,20.8,2,0.2,6.5,2015,9,September,3,Wednesday,0,31.25,False,False,False,False,False
213,CA-2015-146262,2015-02-01,2015-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,Chuck Magee,OFF-LA-10004544,Office Supplies,Labels,Avery 505,Yes,23.68,2,0.2,8.88,2015,2,February,1,Sunday,212,37.5,False,False,True,True,False
214,CA-2015-146262,2015-02-01,2015-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,Chuck Magee,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Yes,452.45,5,0.5,-244.32,2015,2,February,1,Sunday,212,-54.0,True,True,True,True,True
215,CA-2015-146262,2015-02-01,2015-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,Chuck Magee,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,Yes,62.98,3,0.4,-14.7,2015,2,February,1,Sunday,212,-23.34,True,True,True,True,False
216,CA-2015-146262,2015-02-01,2015-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,Chuck Magee,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,Yes,1188.0,9,0.7,-950.4,2015,2,February,1,Sunday,212,-80.0,True,True,True,True,True
217,CA-2015-146262,2015-02-01,2015-09-01,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,Chuck Magee,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Yes,89.58,2,0.2,4.48,2015,2,February,1,Sunday,212,5.0,False,False,True,True,False
218,CA-2016-130162,2016-10-28,2016-10-28,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",Not,93.06,6,0.0,26.06,2016,10,October,4,Friday,0,28.0,False,False,False,False,False
219,CA-2016-130162,2016-10-28,2016-10-28,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,90032,West,Anna Andreadi,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,Not,302.38,3,0.2,22.68,2016,10,October,4,Friday,0,7.5,False,False,False,False,True
220,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,Chuck Magee,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,Yes,5.58,2,0.2,1.81,2015,12,December,4,Thursday,3,32.44,False,False,False,False,False
221,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,Chuck Magee,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Yes,22.7,6,0.2,8.23,2015,12,December,4,Thursday,3,36.26,False,False,False,False,False
222,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,Chuck Magee,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,Yes,19.78,4,0.7,-13.84,2015,12,December,4,Thursday,3,-69.97,True,True,False,False,False
223,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,Chuck Magee,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Yes,72.7,4,0.2,19.08,2015,12,December,4,Thursday,3,26.24,False,False,False,False,False
224,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,Chuck Magee,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,Yes,479.99,4,0.7,-383.99,2015,12,December,4,Thursday,3,-80.0,True,True,False,False,True
225,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,Chuck Magee,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Yes,27.17,2,0.2,2.72,2015,12,December,4,Thursday,3,10.01,False,False,False,False,False
226,CA-2015-163055,2015-09-08,2015-09-08,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,Kelly Williams,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Not,2.2,1,0.0,0.97,2015,9,September,3,Tuesday,0,44.09,False,False,False,False,False
227,CA-2015-163055,2015-09-08,2015-09-08,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,Kelly Williams,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,Not,622.45,5,0.0,136.94,2015,9,September,3,Tuesday,0,22.0,False,False,False,False,True
228,CA-2015-163055,2015-09-08,2015-09-08,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,Kelly Williams,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,Not,21.98,1,0.0,0.22,2015,9,September,3,Tuesday,0,1.0,False,False,False,False,False
229,US-2015-145436,2015-02-28,2015-04-03,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,Cassandra Brandow,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,Not,161.57,2,0.2,-28.27,2015,2,February,1,Saturday,34,-17.5,True,False,True,True,False
230,US-2015-145436,2015-02-28,2015-04-03,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,Cassandra Brandow,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",Not,389.7,8,0.2,43.84,2015,2,February,1,Saturday,34,11.25,False,False,True,True,True
231,US-2014-156216,2014-09-13,2014-09-17,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Charlotte,North Carolina,28205,South,Cassandra Brandow,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,Not,18.65,7,0.7,-12.43,2014,9,September,3,Saturday,4,-66.65,True,True,False,True,False
232,US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,Cassandra Brandow,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,Not,233.86,2,0.45,-102.05,2017,7,July,3,Tuesday,153,-43.64,True,True,True,False,True
233,US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,Cassandra Brandow,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,Not,620.61,3,0.45,-248.25,2017,7,July,3,Tuesday,153,-40.0,True,True,True,False,True
234,US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,Cassandra Brandow,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,Not,5.33,2,0.7,-3.55,2017,7,July,3,Tuesday,153,-66.6,True,True,True,False,False
235,US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,Cassandra Brandow,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Not,258.07,3,0.2,0.0,2017,7,July,3,Tuesday,153,0.0,False,False,True,False,True
236,US-2017-100930,2017-07-04,2017-12-04,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,Cassandra Brandow,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,Not,617.98,3,0.2,-7.72,2017,7,July,3,Tuesday,153,-1.25,True,False,True,False,True
237,CA-2017-160514,2017-12-11,2017-12-11,Standard Class,DB-13120,David Bremer,Corporate,United States,Santa Clara,California,95051,West,Anna Andreadi,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Not,10.56,2,0.0,4.75,2017,12,December,4,Monday,0,44.98,False,False,False,False,False
238,CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,Not,25.92,5,0.2,9.4,2016,4,April,2,Wednesday,153,36.27,False,False,True,False,False
239,CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Not,419.68,5,0.6,-356.73,2016,4,April,2,Wednesday,153,-85.0,True,True,True,False,True
240,CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,Not,11.69,3,0.6,-4.68,2016,4,April,2,Wednesday,153,-40.03,True,True,True,False,False
241,CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,Not,31.98,2,0.2,11.19,2016,4,April,2,Wednesday,153,34.99,False,False,True,False,False
242,CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,Not,177.23,5,0.5,-120.51,2016,4,April,2,Wednesday,153,-68.0,True,True,True,False,False
243,CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,Not,4.04,3,0.6,-2.83,2016,4,April,2,Wednesday,153,-70.05,True,True,True,False,False
244,CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Not,7.41,2,0.2,1.2,2016,4,April,2,Wednesday,153,16.19,False,False,True,False,False
245,CA-2014-131926,2014-01-06,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,Kelly Williams,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,Not,2001.86,7,0.0,580.54,2014,1,January,1,Monday,151,29.0,False,False,True,False,True
246,CA-2014-131926,2014-01-06,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,Kelly Williams,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,Not,166.72,2,0.0,41.68,2014,1,January,1,Monday,151,25.0,False,False,True,False,False
247,CA-2014-131926,2014-01-06,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,Kelly Williams,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Not,47.88,6,0.0,23.94,2014,1,January,1,Monday,151,50.0,False,False,True,False,False
248,CA-2014-131926,2014-01-06,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,Kelly Williams,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Not,1503.25,5,0.0,496.07,2014,1,January,1,Monday,151,33.0,False,False,True,False,True
249,CA-2014-131926,2014-01-06,2014-06-06,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,Kelly Williams,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,Not,25.92,4,0.0,12.44,2014,1,January,1,Monday,151,47.99,False,False,True,False,False
250,CA-2016-154739,2016-10-12,2016-12-15,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Not,321.57,2,0.2,28.14,2016,10,October,4,Wednesday,64,8.75,False,False,True,False,True
251,CA-2016-145625,2016-11-09,2016-11-09,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,Anna Andreadi,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Not,7.61,1,0.0,3.58,2016,11,November,4,Wednesday,0,47.04,False,False,False,False,False
252,CA-2016-145625,2016-11-09,2016-11-09,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,Anna Andreadi,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,Not,3347.37,13,0.0,636.0,2016,11,November,4,Wednesday,0,19.0,False,False,False,False,True
253,CA-2016-146941,2016-10-12,2016-12-13,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",Not,80.58,6,0.0,22.56,2016,10,October,4,Wednesday,62,28.0,False,False,True,False,False
254,CA-2016-146941,2016-10-12,2016-12-13,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Not,361.92,4,0.0,162.86,2016,10,October,4,Wednesday,62,45.0,False,False,True,False,True
255,US-2015-159982,2015-11-28,2015-11-28,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,Kelly Williams,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,Not,12.13,9,0.6,-8.49,2015,11,November,4,Saturday,0,-69.99,True,True,False,True,False
256,US-2015-159982,2015-11-28,2015-11-28,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,Kelly Williams,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",Not,82.37,2,0.2,-19.56,2015,11,November,4,Saturday,0,-23.75,True,False,False,True,False
257,US-2015-159982,2015-11-28,2015-11-28,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,Kelly Williams,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",Not,53.92,5,0.2,4.04,2015,11,November,4,Saturday,0,7.49,False,False,False,True,False
258,US-2015-159982,2015-11-28,2015-11-28,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,Kelly Williams,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,Not,647.9,6,0.2,56.69,2015,11,November,4,Saturday,0,8.75,False,False,False,True,True
259,CA-2017-163139,2017-01-12,2017-03-12,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,Chuck Magee,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,Not,20.37,3,0.0,6.93,2017,1,January,1,Thursday,59,34.02,False,False,True,False,False
260,CA-2017-163139,2017-01-12,2017-03-12,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,Not,221.55,3,0.0,6.65,2017,1,January,1,Thursday,59,3.0,False,False,True,False,True
261,CA-2017-163139,2017-01-12,2017-03-12,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,Not,17.52,5,0.2,6.13,2017,1,January,1,Thursday,59,34.99,False,False,True,False,False
262,US-2017-155299,2017-08-06,2017-12-06,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Pasadena,Texas,77506,Central,Kelly Williams,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Not,1.62,2,0.8,-4.47,2017,8,August,3,Sunday,122,-275.93,True,True,True,True,False
263,US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,Kelly Williams,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Not,3059.98,3,0.4,-510.0,2014,9,September,3,Friday,2,-16.67,True,True,False,False,True
264,US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,Kelly Williams,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,Not,2519.96,7,0.4,-252.0,2014,9,September,3,Friday,2,-10.0,True,True,False,False,True
265,CA-2016-125318,2016-06-06,2016-06-13,Standard Class,RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,Not,328.22,4,0.2,28.72,2016,6,June,2,Monday,7,8.75,False,False,True,False,True
266,CA-2015-155040,2015-10-11,2015-11-15,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,Anna Andreadi,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,Not,79.9,2,0.0,35.16,2015,10,October,4,Sunday,35,44.01,False,False,True,True,False
267,CA-2017-136826,2017-06-16,2017-06-20,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Chapel Hill,North Carolina,27514,South,Cassandra Brandow,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",Not,14.02,3,0.2,4.73,2017,6,June,2,Friday,4,33.74,False,False,False,False,False
268,CA-2016-111010,2016-01-22,2016-01-28,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,7960,East,Chuck Magee,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,Not,7.56,6,0.0,0.3,2016,1,January,1,Friday,6,3.97,False,False,True,False,False
269,US-2017-145366,2017-09-12,2017-12-13,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,Chuck Magee,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,Not,37.21,1,0.2,-7.44,2017,9,September,3,Tuesday,92,-19.99,True,False,True,False,False
270,US-2017-145366,2017-09-12,2017-12-13,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,Chuck Magee,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Not,57.58,3,0.2,21.59,2017,9,September,3,Tuesday,92,37.5,False,False,True,False,False
271,CA-2017-163979,2017-12-28,2018-02-01,Second Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,Not,725.84,4,0.0,210.49,2017,12,December,4,Thursday,35,29.0,False,False,True,False,True
272,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Not,209.93,7,0.0,92.37,2015,7,July,3,Thursday,1,44.0,False,False,False,False,False
273,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,Not,5.28,3,0.0,2.32,2015,7,July,3,Thursday,1,43.94,False,False,False,False,False
274,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,Not,10.92,3,0.2,4.1,2015,7,July,3,Thursday,1,37.55,False,False,False,False,False
275,CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,Anna Andreadi,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Not,8.82,2,0.0,4.06,2017,9,September,3,Saturday,1,46.03,False,False,False,True,False
